"X","B","Y","U2"
5,9.5,19.75,6
18,15,13.5,5
18,24,14,14
20,25,15.5,14
25,14.5,12.25,1
25,27.5,15.75,14
28,17,9.5,2
15,19.5,16.75,11
26,16,10,2
22,26,26,14
18,17,21.5,7
10,9,18.5,3
22,24,22,12
22,26,23,14
13,21.5,21.75,14
15,12.5,20.25,4
8,13,19.5,8
14,15,21.5,7
14,14,9,6
9,16.5,16.25,11
20,23,23.5,12
6,17,15.5,13
14,15,12.5,7
10,16,19,10
11,10.5,9.25,4
26,15,12.5,1
14,19,15.5,11
5,6.5,12.25,3
10,14,8,8
28,30,27,15
14,12,20,4
16,22,14,13
12,18,10,11
21,14.5,22.25,3
18,16,15,6
6,5,3.5,1
28,29,17.5,14
3,10.5,20.25,8
13,19.5,20.75,12
19,24.5,20.25,14
26,17,10.5,3
25,17.5,19.75,4
12,13,21.5,6
13,22.5,18.25,15
20,26,16,15
9,20.5,16.25,15
28,29,25.5,14
5,7.5,4.75,4
17,18.5,13.25,9
14,21,23.5,13
23,25.5,19.75,13
20,19,24.5,8
25,15.5,18.75,2
11,14.5,18.25,8
28,24,21,9
22,27,28.5,15
14,23,20.5,15
18,20,13,10
17,22.5,12.25,13
14,16,13,8
4,7,14.5,4
19,14.5,16.25,4
16,17,19.5,8
9,15.5,20.75,10
9,11.5,11.75,6
23,17.5,21.75,5
16,13,15.5,4
26,25,27.5,11
17,15.5,19.75,6
27,27.5,14.75,13
27,21.5,22.75,7
7,10.5,17.25,6
22,15,20.5,3
24,21,21.5,8
20,15,20.5,4
24,27,26.5,14
22,25,25.5,13
21,14.5,22.25,3
18,12,18,2
20,26,27,15
24,19,13.5,6
21,21.5,17.75,10
25,19.5,24.75,6
3,16.5,23.25,14
9,19.5,20.75,14
17,11.5,7.75,2
23,25.5,13.75,13
25,26.5,15.25,13
15,15.5,21.75,7
12,19,16.5,12
23,23.5,24.75,11
7,12.5,13.25,8
19,20.5,11.25,10
27,28.5,20.25,14
8,12,15,7
19,23.5,22.75,13
17,10.5,11.25,1
6,13,14.5,9
5,15.5,15.75,12
9,18.5,16.25,13
23,15.5,13.75,3
21,18.5,16.25,7
9,18.5,21.25,13
23,25.5,22.75,13
7,8.5,19.25,4
18,22,19,12
11,9.5,6.75,3
3,16.5,13.25,14
15,23.5,25.75,15
11,15.5,22.75,9
19,15.5,11.75,5
26,26,20,12
13,17.5,9.75,10
9,14.5,15.25,9
23,20.5,19.25,8
10,14,10,8
15,11.5,18.75,3
3,12.5,14.25,10
21,26.5,28.25,15
25,19.5,13.75,6
13,9.5,9.75,2
25,20.5,13.25,7
9,14.5,18.25,9
17,17.5,20.75,8
7,16.5,13.25,12
30,17,14.5,1
16,16,21,7
12,17,16.5,10
28,18,22,3
16,10,12,1
20,25,16.5,14
19,15.5,15.75,5
17,20.5,16.25,11
19,25.5,24.75,15
13,9.5,12.75,2
14,13,13.5,5
7,18.5,15.25,14
12,16,14,9
17,10.5,6.25,1
28,26,24,11
17,11.5,8.75,2
25,14.5,15.25,1
6,13,9.5,9
19,14.5,19.25,4
12,13,20.5,6
12,10,16,3
21,19.5,21.75,8
20,22,22,11
10,7,5.5,1
22,16,18,4
29,30.5,19.25,15
16,10,9,1
18,16,21,6
11,15.5,9.75,9
10,11,19.5,5
19,20.5,22.25,10
15,22.5,22.25,14
14,13,13.5,5
11,20.5,20.25,14
20,17,18.5,6
14,12,9,4
16,19,12.5,10
15,16.5,17.25,8
18,23,17.5,13
5,14.5,22.25,11
23,24.5,20.25,12
13,18.5,23.25,11
13,18.5,11.25,11
17,21.5,22.75,12
21,19.5,21.75,8
14,16,9,8
16,24,25,15
10,10,13,4
17,22.5,12.25,13
26,22,20,8
24,18,22,5
6,12,8,8
12,15,15.5,8
13,11.5,16.75,4
21,17.5,15.75,6
14,14,16,6
22,18,20,6
3,6.5,18.25,4
8,11,13.5,6
16,18,14,9
24,16,10,3
16,24,14,15
28,27,17.5,12
27,24.5,16.25,10
25,15.5,14.75,2
4,14,8,11
27,24.5,15.25,10
17,14.5,18.25,5
14,21,21.5,13
22,22,26,10
16,11,6.5,2
12,18,18,11
21,12.5,21.25,1
16,22,22,13
10,11,10.5,5
11,13.5,12.75,7
8,14,17,9
11,14.5,21.25,8
22,21,20.5,9
17,17.5,22.75,8
29,26.5,23.25,11
15,16.5,14.25,8
17,19.5,17.75,10
13,19.5,11.75,12
16,14,11,5
10,21,22.5,15
24,22,12,9
10,18,23,12
16,15,9.5,6
14,15,12.5,7
27,22.5,19.25,8
22,19,22.5,7
19,25.5,15.75,15
3,3.5,12.75,1
12,13,18.5,6
14,23,14.5,15
28,25,20.5,10
17,24.5,16.25,15
16,21,24.5,12
7,16.5,12.25,12
22,14,17,2
18,19,16.5,9
27,29.5,23.75,15
13,19.5,18.75,12
21,19.5,19.75,8
29,19.5,12.75,4
21,25.5,15.75,14
26,23,14.5,9
19,22.5,15.25,12
12,15,22.5,8
10,19,20.5,13
9,9.5,9.75,4
19,18.5,14.25,8
18,15,15.5,5
14,21,24.5,13
22,27,23.5,15
13,10.5,15.25,3
30,31,19.5,15
10,14,13,8
3,15.5,9.75,13
16,15,15.5,6
25,28.5,18.25,15
13,21.5,17.75,14
25,17.5,16.75,4
14,14,21,6
23,15.5,18.75,3
17,14.5,14.25,5
23,23.5,25.75,11
25,17.5,19.75,4
15,19.5,18.75,11
20,14,18,3
5,18.5,16.25,15
15,16.5,23.25,8
23,17.5,10.75,5
20,22,12,11
16,11,9.5,2
16,23,25.5,14
12,9,11.5,2
26,24,19,10
12,22,14,15
16,10,19,1
11,13.5,9.75,7
8,11,7.5,6
22,22,21,10
29,22.5,18.25,7
20,24,20,13
13,10.5,15.25,3
12,22,24,15
17,21.5,11.75,12
20,21,16.5,10
10,13,19.5,7
7,9.5,6.75,5
5,18.5,14.25,15
7,15.5,15.75,11
10,9,17.5,3
21,17.5,14.75,6
6,18,11,14
24,23,21.5,10
20,19,12.5,8
16,12,21,3
18,15,9.5,5
13,22.5,19.25,15
10,12,10,6
15,11.5,20.75,3
12,8,10,1
20,16,14,5
10,11,11.5,5
14,9,11.5,1
16,20,25,11
24,15,17.5,2
23,14.5,14.25,2
17,22.5,12.25,13
7,13.5,9.75,9
14,21,12.5,13
11,12.5,15.25,6
28,26,16,11
10,12,19,6
11,8.5,18.25,2
10,10,8,4
28,25,25.5,10
25,28.5,23.25,15
13,19.5,20.75,12
18,19,11.5,9
15,12.5,10.25,4
14,15,16.5,7
16,20,20,11
12,16,12,9
26,21,11.5,7
21,24.5,17.25,13
5,14.5,10.25,11
28,20,25,5
20,16,16,5
19,15.5,16.75,5
15,15.5,11.75,7
9,9.5,13.75,4
17,22.5,23.25,13
15,14.5,11.25,6
11,13.5,16.75,7
17,13.5,18.75,4
5,10.5,19.25,7
13,11.5,7.75,4
25,22.5,22.25,9
15,20.5,14.25,12
27,28.5,21.25,14
20,26,28,15
20,21,14.5,10
20,16,18,5
15,19.5,15.75,11
20,20,22,9
21,26.5,25.25,15
27,26.5,28.25,12
11,16.5,17.25,10
17,16.5,12.25,7
25,23.5,24.75,10
6,9,17.5,5
18,18,11,8
6,18,23,14
23,15.5,18.75,3
12,21,18.5,14
25,27.5,24.75,14
8,15,20.5,10
17,10.5,8.25,1
13,17.5,16.75,10
11,11.5,16.75,5
9,16.5,14.25,11
15,14.5,22.25,6
18,13,9.5,3
27,29.5,26.75,15
21,23.5,26.75,12
2,9,11.5,7
22,21,19.5,9
17,14.5,14.25,5
20,18,13,7
8,17,19.5,12
15,14.5,8.25,6
24,18,10,5
13,13.5,18.75,6
19,21.5,25.75,11
18,15,20.5,5
9,15.5,10.75,10
6,19,15.5,15
9,9.5,14.75,4
28,26,26,11
19,13.5,8.75,3
16,14,9,5
9,10.5,9.25,5
7,16.5,18.25,12
13,13.5,19.75,6
10,8,17,2
21,16.5,16.25,5
10,14,12,8
20,20,14,9
12,15,8.5,8
12,20,25,13
18,20,25,10
16,21,14.5,12
15,17.5,17.75,9
19,17.5,11.75,7
22,18,23,6
6,14,11,10
17,11.5,18.75,2
11,15.5,15.75,9
20,22,20,11
7,17.5,9.75,13
6,19,15.5,15
17,17.5,19.75,8
13,14.5,20.25,7
21,18.5,16.25,7
15,21.5,15.75,13
10,10,10,4
11,11.5,13.75,5
14,23,24.5,15
11,20.5,16.25,14
14,21,13.5,13
20,12,17,1
9,9.5,13.75,4
14,15,20.5,7
3,6.5,6.25,4
14,20,21,12
17,17.5,10.75,8
8,16,14,11
18,25,16.5,15
2,8,16,6
9,19.5,15.75,14
22,20,14,8
7,6.5,8.25,2
12,10,9,3
10,18,10,12
20,15,16.5,4
24,15,18.5,2
16,21,21.5,12
28,30,20,15
11,12.5,21.25,6
21,18.5,22.25,7
12,8,18,1
21,12.5,18.25,1
23,16.5,21.25,4
6,9,16.5,5
16,12,15,3
17,18.5,24.25,9
18,19,12.5,9
15,21.5,14.75,13
17,19.5,17.75,10
14,18,17,10
23,19.5,10.75,7
13,9.5,10.75,2
14,19,12.5,11
10,17,12.5,11
6,17,14.5,13
18,18,18,8
12,16,13,9
15,14.5,20.25,6
16,19,16.5,10
17,16.5,15.25,7
7,7.5,11.75,3
15,17.5,15.75,9
15,10.5,9.25,2
20,12,18,1
11,8.5,9.25,2
22,19,11.5,7
13,21.5,11.75,14
5,15.5,17.75,12
21,26.5,17.25,15
17,13.5,12.75,4
8,7,8.5,2
17,20.5,19.25,11
12,16,23,9
9,11.5,6.75,6
11,20.5,24.25,14
25,26.5,21.25,13
10,7,16.5,1
22,23,15.5,11
22,19,24.5,7
14,14,21,6
23,18.5,15.25,6
14,15,14.5,7
26,19,13.5,5
5,4.5,10.25,1
18,19,12.5,9
14,22,22,14
20,17,18.5,6
16,11,15.5,2
22,13,18.5,1
17,22.5,16.25,13
9,11.5,20.75,6
16,22,22,13
24,28,28,15
27,26.5,21.25,12
11,7.5,15.75,1
22,17,13.5,5
24,20,16,7
21,18.5,24.25,7
8,10,9,5
26,18,12,4
12,16,12,9
5,10.5,8.25,7
21,20.5,20.25,9
11,8.5,9.25,2
16,20,12,11
17,21.5,21.75,12
19,12.5,10.25,2
8,15,11.5,10
21,12.5,7.25,1
18,16,18,6
17,22.5,21.25,13
18,15,11.5,5
17,24.5,17.25,15
19,20.5,12.25,10
6,11,18.5,7
14,9,15.5,1
15,21.5,25.75,13
20,16,20,5
10,17,9.5,11
14,17,19.5,9
13,18.5,12.25,11
23,18.5,12.25,6
12,19,14.5,12
13,9.5,5.75,2
13,10.5,12.25,3
19,22.5,26.25,12
6,16,17,12
10,13,15.5,7
18,20,11,10
17,20.5,24.25,11
19,22.5,26.25,12
26,22,12,8
20,20,19,9
12,13,14.5,6
14,11,19.5,3
11,12.5,8.25,6
19,15.5,13.75,5
16,20,11,11
14,21,21.5,13
8,16,21,11
22,15,21.5,3
26,23,19.5,9
3,6.5,4.25,4
6,14,21,10
23,13.5,11.75,1
20,25,14.5,14
26,18,24,4
15,13.5,10.75,5
16,22,21,13
12,22,16,15
20,17,23.5,6
13,8.5,19.25,1
22,20,12,8
10,17,21.5,11
21,23.5,15.75,12
16,11,15.5,2
19,23.5,21.75,13
12,9,13.5,2
8,9,16.5,4
7,15.5,19.75,11
25,16.5,17.25,3
23,17.5,14.75,5
22,22,15,10
18,13,10.5,3
23,21.5,18.75,9
12,18,10,11
26,26,15,12
10,17,20.5,11
7,18.5,15.25,14
21,22.5,14.25,11
15,18.5,23.25,10
22,23,25.5,11
21,22.5,21.25,11
20,16,23,5
7,6.5,14.25,2
20,12,11,1
5,15.5,22.75,12
17,18.5,15.25,9
11,20.5,19.25,14
18,21,21.5,11
26,18,12,4
20,13,20.5,2
8,20,21,15
23,24.5,27.25,12
19,14.5,13.25,4
28,26,25,11
13,12.5,14.25,5
19,14.5,16.25,4
21,20.5,22.25,9
17,10.5,7.25,1
19,21.5,23.75,11
20,17,14.5,6
18,25,22.5,15
14,22,17,14
21,19.5,16.75,8
14,14,18,6
14,12,9,4
22,19,10.5,7
15,12.5,19.25,4
6,9,9.5,5
28,24,19,9
8,13,13.5,8
10,17,19.5,11
13,9.5,5.75,2
17,24.5,18.25,15
9,20.5,12.25,15
22,17,10.5,5
13,20.5,22.25,13
20,23,15.5,12
17,23.5,19.75,14
19,13.5,13.75,3
17,21.5,25.75,12
5,8.5,16.25,5
23,15.5,8.75,3
16,21,16.5,12
12,20,20,13
19,11.5,10.75,1
17,19.5,18.75,10
15,15.5,12.75,7
27,23.5,17.75,9
17,22.5,14.25,13
8,18,12,13
21,23.5,13.75,12
14,23,12.5,15
16,17,21.5,8
4,18,22,15
9,17.5,21.75,12
18,12,18,2
11,15.5,20.75,9
15,18.5,20.25,10
16,22,16,13
25,20.5,22.25,7
7,8.5,12.25,4
9,8.5,17.25,3
14,10,6,2
17,13.5,9.75,4
16,20,17,11
7,5.5,11.75,1
20,26,14,15
17,14.5,10.25,5
26,17,22.5,3
12,21,16.5,14
21,26.5,21.25,15
20,19,24.5,8
3,16.5,9.25,14
15,23.5,19.75,15
21,20.5,15.25,9
25,27.5,19.75,14
18,19,16.5,9
8,14,11,9
20,19,20.5,8
22,20,13,8
5,16.5,10.25,13
22,18,19,6
24,22,22,9
22,22,25,10
18,16,18,6
12,20,18,13
14,21,25.5,13
27,15.5,15.75,1
10,18,15,12
25,23.5,26.75,10
14,10,19,2
25,18.5,12.25,5
15,17.5,18.75,9
21,13.5,20.75,2
8,12,16,7
23,20.5,15.25,8
6,18,12,14
6,10,16,6
23,26.5,17.25,14
11,16.5,18.25,10
19,23.5,14.75,13
16,18,12,9
11,12.5,21.25,6
20,22,17,11
21,24.5,17.25,13
21,25.5,25.75,14
21,12.5,13.25,1
13,21.5,21.75,14
24,18,23,5
24,27,28.5,14
14,21,22.5,13
21,23.5,15.75,12
21,26.5,24.25,15
10,21,16.5,15
21,23.5,17.75,12
16,21,25.5,12
28,26,28,11
17,22.5,12.25,13
7,16.5,22.25,12
12,15,12.5,8
10,15,20.5,9
26,25,19.5,11
9,9.5,11.75,4
25,24.5,19.25,11
13,8.5,10.25,1
16,15,8.5,6
22,16,19,4
18,17,12.5,7
9,20.5,17.25,15
13,10.5,6.25,3
19,16.5,20.25,6
21,18.5,11.25,7
4,18,24,15
17,19.5,10.75,10
11,20.5,11.25,14
19,24.5,15.25,14
6,12,10,8
14,23,15.5,15
12,16,23,9
15,12.5,14.25,4
8,15,21.5,10
8,8,11,3
18,13,14.5,3
17,23.5,21.75,14
7,5.5,5.75,1
21,24.5,23.25,13
19,24.5,22.25,14
12,8,7,1
23,24.5,25.25,12
15,18.5,10.25,10
9,16.5,20.25,11
9,12.5,21.25,7
17,10.5,13.25,1
15,21.5,24.75,13
18,11,8.5,1
10,7,8.5,1
11,19.5,22.75,13
22,24,13,12
26,28,19,14
7,12.5,20.25,8
14,11,9.5,3
26,22,25,8
10,10,16,4
14,16,16,8
23,14.5,12.25,2
15,16.5,12.25,8
12,21,22.5,14
7,7.5,8.75,3
13,17.5,21.75,10
19,20.5,15.25,10
7,15.5,21.75,11
13,10.5,20.25,3
13,15.5,19.75,8
23,23.5,18.75,11
16,14,14,5
16,21,17.5,12
27,18.5,15.25,4
20,16,13,5
9,13.5,17.75,8
12,10,17,3
11,18.5,21.25,12
7,6.5,11.25,2
22,24,27,12
2,8,18,6
17,23.5,15.75,14
21,25.5,19.75,14
21,18.5,13.25,7
16,12,9,3
17,23.5,21.75,14
22,13,19.5,1
12,15,20.5,8
24,17,12.5,4
13,18.5,23.25,11
17,21.5,11.75,12
17,19.5,21.75,10
16,14,16,5
22,23,12.5,11
29,27.5,17.75,12
20,16,10,5
26,22,18,8
17,16.5,17.25,7
17,14.5,18.25,5
11,12.5,15.25,6
28,27,17.5,12
19,15.5,18.75,5
4,16,13,13
12,17,15.5,10
20,17,19.5,6
12,17,10.5,10
17,19.5,11.75,10
13,19.5,22.75,12
7,11.5,18.75,7
13,8.5,18.25,1
26,17,10.5,3
8,13,19.5,8
3,3.5,3.75,1
15,22.5,12.25,14
14,23,15.5,15
9,12.5,13.25,7
17,13.5,15.75,4
13,13.5,21.75,6
10,20,25,14
4,17,18.5,14
9,20.5,18.25,15
16,10,20,1
17,12.5,17.25,3
14,11,9.5,3
20,21,20.5,10
10,12,20,6
13,18.5,23.25,11
13,10.5,9.25,3
12,8,19,1
22,16,9,4
20,21,11.5,10
19,13.5,18.75,3
18,17,22.5,7
19,23.5,22.75,13
17,16.5,10.25,7
12,12,7,5
12,9,7.5,2
12,18,23,11
23,19.5,20.75,7
17,22.5,19.25,13
26,28,15,14
19,19.5,13.75,9
7,18.5,20.25,14
14,23,14.5,15
13,18.5,12.25,11
14,14,14,6
20,22,20,11
17,21.5,22.75,12
16,15,14.5,6
7,7.5,12.75,3
20,20,24,9
11,14.5,13.25,8
10,12,13,6
17,21.5,25.75,12
12,12,21,5
4,10,15,7
18,15,8.5,5
25,24.5,21.25,11
13,19.5,24.75,12
8,19,12.5,14
18,16,14,6
14,14,11,6
17,14.5,13.25,5
16,10,20,1
17,17.5,22.75,8
19,24.5,15.25,14
19,24.5,20.25,14
19,12.5,19.25,2
10,11,17.5,5
9,14.5,13.25,9
24,25,15.5,12
17,23.5,25.75,14
18,23,20.5,13
13,14.5,11.25,7
21,18.5,18.25,7
22,27,14.5,15
15,23.5,22.75,15
16,21,24.5,12
20,22,26,11
23,23.5,25.75,11
16,23,20.5,14
3,11.5,7.75,9
16,22,20,13
13,15.5,16.75,8
20,24,27,13
24,19,17.5,6
22,18,24,6
20,16,18,5
7,14.5,22.25,10
12,22,12,15
9,6.5,15.25,1
14,16,21,8
17,13.5,18.75,4
11,9.5,8.75,3
20,24,22,13
6,11,19.5,7
18,23,18.5,13
25,15.5,21.75,2
11,16.5,9.25,10
17,18.5,12.25,9
19,20.5,22.25,10
22,24,23,12
26,27,15.5,13
13,9.5,8.75,2
4,7,11.5,4
15,18.5,24.25,10
18,24,13,14
17,17.5,18.75,8
17,13.5,21.75,4
15,23.5,23.75,15
10,18,12,12
9,6.5,4.25,1
12,14,20,7
13,15.5,14.75,8
17,21.5,11.75,12
10,10,13,4
6,11,12.5,7
21,20.5,22.25,9
23,16.5,23.25,4
12,12,11,5
16,24,21,15
15,22.5,15.25,14
4,14,15,11
11,14.5,16.25,8
16,17,19.5,8
16,17,19.5,8
11,8.5,10.25,2
21,16.5,16.25,5
12,21,22.5,14
22,17,20.5,5
19,23.5,16.75,13
23,18.5,11.25,6
17,15.5,22.75,6
17,19.5,22.75,10
20,26,21,15
21,25.5,18.75,14
20,18,21,7
15,11.5,16.75,3
28,18,21,3
28,24,18,9
7,13.5,14.75,9
19,13.5,8.75,3
11,9.5,17.75,3
17,12.5,15.25,3
11,21.5,23.75,15
21,18.5,18.25,7
18,25,19.5,15
12,9,10.5,2
17,23.5,20.75,14
20,21,12.5,10
14,11,14.5,3
15,21.5,16.75,13
22,13,7.5,1
25,28.5,15.25,15
3,11.5,8.75,9
10,20,16,14
10,19,19.5,13
11,18.5,15.25,12
22,18,11,6
15,12.5,17.25,4
18,23,22.5,13
22,14,17,2
18,19,20.5,9
15,15.5,8.75,7
14,20,17,12
20,12,14,1
12,12,13,5
4,15,15.5,12
8,9,19.5,4
13,16.5,15.25,9
20,15,16.5,4
10,9,16.5,3
13,12.5,17.25,5
10,17,9.5,11
19,25.5,20.75,15
28,29,18.5,14
4,16,12,13
11,15.5,14.75,9
14,21,19.5,13
21,24.5,22.25,13
9,10.5,8.25,5
19,18.5,12.25,8
10,16,18,10
7,12.5,15.25,8
19,20.5,18.25,10
14,17,13.5,9
7,19.5,23.75,15
22,24,26,12
25,23.5,18.75,10
5,16.5,12.25,13
10,16,20,10
21,24.5,24.25,13
17,14.5,15.25,5
19,11.5,16.75,1
27,24.5,13.25,10
16,22,23,13
14,21,12.5,13
21,19.5,24.75,8
21,20.5,14.25,9
12,22,14,15
24,18,14,5
13,21.5,14.75,14
5,7.5,6.75,4
11,20.5,19.25,14
22,22,16,10
23,17.5,9.75,5
18,23,23.5,13
24,22,25,9
22,25,23.5,13
6,6,16,2
21,21.5,20.75,10
20,12,14,1
17,13.5,9.75,4
9,11.5,13.75,6
13,21.5,19.75,14
20,15,18.5,4
25,17.5,16.75,4
18,23,23.5,13
19,15.5,13.75,5
13,18.5,17.25,11
22,14,22,2
11,8.5,5.25,2
16,15,9.5,6
28,23,17.5,8
17,11.5,18.75,2
23,19.5,14.75,7
16,20,20,11
12,8,11,1
26,27,14.5,13
22,18,14,6
12,10,18,3
6,16,20,12
4,7,14.5,4
27,26.5,19.25,12
7,19.5,17.75,15
16,24,21,15
25,15.5,14.75,2
16,16,17,7
6,10,8,6
23,16.5,23.25,4
15,16.5,13.25,8
9,19.5,11.75,14
15,20.5,14.25,12
26,20,22,6
19,12.5,21.25,2
13,15.5,9.75,8
18,18,20,8
20,12,20,1
21,16.5,21.25,5
10,15,19.5,9
10,20,20,14
14,21,12.5,13
19,24.5,26.25,14
13,16.5,21.25,9
12,10,11,3
14,16,19,8
19,20.5,25.25,10
11,13.5,8.75,7
15,17.5,15.75,9
16,23,17.5,14
15,12.5,17.25,4
15,19.5,22.75,11
14,10,6,2
15,19.5,18.75,11
29,17.5,12.75,2
12,10,16,3
12,19,15.5,12
2,8,16,6
17,10.5,17.25,1
19,23.5,19.75,13
15,12.5,15.25,4
15,17.5,14.75,9
18,22,23,12
5,8.5,8.25,5
21,16.5,12.25,5
29,29.5,26.75,14
19,22.5,12.25,12
26,20,19,6
14,16,19,8
7,6.5,11.25,2
19,18.5,19.25,8
9,7.5,18.75,2
6,17,23.5,13
18,25,26.5,15
26,15,10.5,1
16,22,22,13
23,21.5,21.75,9
15,13.5,11.75,5
18,13,21.5,3
12,13,17.5,6
15,18.5,14.25,10
26,20,20,6
24,27,21.5,14
17,23.5,25.75,14
19,21.5,21.75,11
14,21,22.5,13
7,10.5,10.25,6
20,22,22,11
17,11.5,19.75,2
16,18,14,9
13,21.5,11.75,14
9,12.5,20.25,7
20,24,27,13
10,20,12,14
23,23.5,23.75,11
9,17.5,9.75,12
20,22,18,11
16,17,16.5,8
12,16,20,9
17,20.5,14.25,11
18,25,27.5,15
22,16,16,4
20,21,12.5,10
22,24,19,12
5,13.5,21.75,10
5,17.5,17.75,14
20,14,16,3
18,22,25,12
7,9.5,14.75,5
17,12.5,18.25,3
15,15.5,21.75,7
11,18.5,13.25,12
17,11.5,18.75,2
17,19.5,20.75,10
11,11.5,13.75,5
15,20.5,14.25,12
3,3.5,3.75,1
23,19.5,13.75,7
24,17,11.5,4
10,19,17.5,13
19,19.5,24.75,9
16,18,17,9
17,23.5,23.75,14
12,14,12,7
16,22,18,13
18,23,13.5,13
17,18.5,15.25,9
23,21.5,14.75,9
13,16.5,15.25,9
13,20.5,13.25,13
17,11.5,19.75,2
12,10,17,3
24,28,22,15
25,16.5,19.25,3
17,24.5,13.25,15
13,20.5,16.25,13
20,19,18.5,8
6,8,15,4
10,21,25.5,15
9,14.5,13.25,9
3,6.5,9.25,4
22,27,16.5,15
24,25,17.5,12
16,15,9.5,6
21,22.5,22.25,11
21,14.5,16.25,3
24,18,23,5
22,16,15,4
15,22.5,14.25,14
30,27,21.5,11
10,18,12,12
13,20.5,21.25,13
20,20,12,9
14,18,16,10
11,14.5,18.25,8
9,18.5,13.25,13
10,9,6.5,3
21,22.5,19.25,11
20,16,22,5
14,10,8,2
15,19.5,20.75,11
19,15.5,8.75,5
10,21,20.5,15
23,15.5,16.75,3
24,19,18.5,6
16,17,11.5,8
7,12.5,11.25,8
13,19.5,18.75,12
24,27,22.5,14
15,11.5,15.75,3
12,14,21,7
15,22.5,18.25,14
9,7.5,17.75,2
13,9.5,15.75,2
11,13.5,19.75,7
5,7.5,12.75,4
17,18.5,23.25,9
17,10.5,18.25,1
12,16,23,9
23,14.5,18.25,2
8,6,18,1
14,13,17.5,5
12,10,17,3
4,6,12,3
23,22.5,16.25,10
13,14.5,18.25,7
26,27,19.5,13
18,21,25.5,11
15,20.5,12.25,12
12,15,18.5,8
26,16,15,2
25,23.5,19.75,10
14,14,12,6
28,20,16,5
20,20,12,9
5,14.5,16.25,11
16,16,15,7
23,25.5,23.75,13
28,23,12.5,8
23,15.5,13.75,3
16,23,22.5,14
7,18.5,12.25,14
15,18.5,21.25,10
11,8.5,17.25,2
12,21,16.5,14
8,20,16,15
12,22,24,15
20,18,14,7
26,20,15,6
16,24,16,15
27,28.5,27.25,14
13,10.5,12.25,3
22,24,26,12
15,17.5,12.75,9
15,22.5,26.25,14
19,11.5,14.75,1
20,26,18,15
8,6,4,1
9,8.5,18.25,3
6,19,15.5,15
9,14.5,8.25,9
15,15.5,19.75,7
10,10,9,4
17,10.5,11.25,1
29,23.5,13.75,8
18,20,13,10
10,16,15,10
14,23,22.5,15
8,11,17.5,6
20,23,17.5,12
24,18,24,5
8,19,14.5,14
17,10.5,14.25,1
9,18.5,10.25,13
23,18.5,10.25,6
11,19.5,22.75,13
13,22.5,16.25,15
14,23,23.5,15
18,20,16,10
6,10,17,6
18,13,12.5,3
17,14.5,14.25,5
23,25.5,25.75,13
14,22,12,14
28,19,24.5,4
11,11.5,9.75,5
13,9.5,18.75,2
17,15.5,12.75,6
13,18.5,18.25,11
17,15.5,9.75,6
26,20,17,6
16,17,18.5,8
19,18.5,11.25,8
10,13,13.5,7
5,10.5,8.25,7
24,26,17,13
13,11.5,19.75,4
16,22,16,13
14,19,23.5,11
14,21,14.5,13
17,23.5,15.75,14
24,19,10.5,6
8,15,11.5,10
7,10.5,15.25,6
25,28.5,27.25,15
28,17,10.5,2
18,21,12.5,11
17,16.5,15.25,7
12,9,10.5,2
22,22,19,10
21,23.5,14.75,12
11,11.5,9.75,5
3,3.5,8.75,1
22,13,17.5,1
18,20,15,10
22,21,25.5,9
24,21,11.5,8
14,20,18,12
22,23,20.5,11
3,13.5,11.75,11
12,17,13.5,10
22,18,24,6
27,28.5,26.25,14
22,25,18.5,13
10,12,9,6
13,19.5,24.75,12
16,23,15.5,14
16,22,15,13
24,15,17.5,2
15,21.5,16.75,13
17,20.5,15.25,11
26,16,13,2
13,14.5,18.25,7
6,15,11.5,11
13,19.5,10.75,12
7,15.5,20.75,11
20,22,16,11
17,12.5,20.25,3
25,18.5,18.25,5
23,18.5,14.25,6
16,11,8.5,2
21,18.5,16.25,7
12,12,17,5
21,14.5,10.25,3
23,24.5,13.25,12
7,12.5,13.25,8
23,22.5,16.25,10
21,19.5,15.75,8
23,23.5,22.75,11
22,18,21,6
22,18,22,6
6,15,15.5,11
14,22,19,14
16,20,19,11
16,24,14,15
22,27,20.5,15
16,16,10,7
19,18.5,18.25,8
24,24,17,11
8,6,13,1
22,23,25.5,11
12,11,17.5,4
14,20,14,12
13,13.5,20.75,6
14,13,9.5,5
22,22,14,10
14,20,21,12
18,20,22,10
23,19.5,24.75,7
7,12.5,7.25,8
15,13.5,19.75,5
18,15,18.5,5
8,14,15,9
13,21.5,14.75,14
17,19.5,20.75,10
6,9,18.5,5
15,13.5,15.75,5
15,23.5,18.75,15
21,17.5,10.75,6
14,17,18.5,9
16,10,6,1
11,19.5,17.75,13
11,9.5,19.75,3
14,22,20,14
27,25.5,18.75,11
19,12.5,21.25,2
20,26,18,15
15,22.5,24.25,14
16,21,20.5,12
19,17.5,10.75,7
19,18.5,21.25,8
9,10.5,18.25,5
16,20,24,11
17,11.5,19.75,2
16,11,11.5,2
19,11.5,6.75,1
12,20,23,13
11,7.5,8.75,1
8,10,6,5
10,19,12.5,13
11,9.5,18.75,3
18,14,11,4
2,10,15,8
16,23,13.5,14
16,22,25,13
17,21.5,11.75,12
14,19,17.5,11
19,11.5,16.75,1
17,12.5,8.25,3
16,12,15,3
7,15.5,16.75,11
