"X","B","Y"
11,7.5,6.75
15,19.5,11.75
14,20,25
23,16.5,11.25
15,16.5,12.25
21,23.5,22.75
14,9,12.5
9,9.5,19.75
6,19,23.5
22,27,19.5
25,23.5,16.75
20,14,10
6,19,19.5
22,19,11.5
20,23,23.5
9,13.5,13.75
24,19,16.5
13,19.5,18.75
15,11.5,14.75
9,14.5,10.25
19,12.5,18.25
15,12.5,21.25
11,18.5,17.25
11,17.5,20.75
7,11.5,19.75
26,15,8.5
16,11,17.5
14,18,14
14,10,17
9,19.5,20.75
5,4.5,5.25
12,21,19.5
14,12,20
17,21.5,24.75
13,17.5,20.75
5,4.5,12.25
13,14.5,13.25
16,14,21
6,17,10.5
13,15.5,19.75
17,13.5,18.75
20,17,18.5
13,20.5,12.25
20,13,7.5
4,18,16
19,18.5,19.25
13,20.5,14.25
11,9.5,9.75
16,15,17.5
22,26,18
8,19,24.5
16,23,18.5
21,21.5,13.75
24,16,20
19,21.5,16.75
25,17.5,18.75
8,13,9.5
11,10.5,12.25
22,21,15.5
15,10.5,9.25
26,29,24.5
25,22.5,16.25
9,18.5,14.25
6,5,6.5
21,18.5,22.25
16,16,10
9,18.5,13.25
6,13,17.5
5,5.5,12.75
17,17.5,9.75
17,24.5,23.25
23,13.5,16.75
25,17.5,19.75
22,17,20.5
26,16,21
22,25,24.5
18,16,20
13,21.5,17.75
16,23,24.5
20,12,7
21,26.5,27.25
16,15,9.5
21,22.5,20.25
6,19,10.5
17,18.5,17.25
20,15,10.5
20,19,24.5
8,8,7
17,21.5,25.75
10,13,18.5
8,9,6.5
9,9.5,18.75
18,13,14.5
19,18.5,16.25
19,23.5,24.75
29,24.5,15.25
11,17.5,14.75
16,15,13.5
19,14.5,19.25
10,14,12
17,16.5,9.25
16,22,15
22,13,15.5
25,15.5,15.75
19,17.5,22.75
16,24,20
25,17.5,11.75
13,20.5,15.25
4,12,19
9,13.5,16.75
11,20.5,17.25
15,15.5,16.75
9,10.5,9.25
22,15,15.5
16,20,18
11,21.5,23.75
21,26.5,16.25
12,21,25.5
16,16,20
16,14,12
20,25,27.5
12,15,11.5
20,25,25.5
4,13,15.5
10,9,12.5
8,6,15
10,7,10.5
19,23.5,16.75
18,11,13.5
26,21,20.5
26,22,20
27,15.5,21.75
26,22,15
19,18.5,21.25
20,15,11.5
22,13,15.5
8,19,23.5
15,12.5,8.25
16,22,25
26,22,24
11,7.5,11.75
25,15.5,12.75
11,16.5,13.25
14,19,22.5
17,13.5,11.75
11,21.5,18.75
3,15.5,20.75
22,24,16
17,17.5,17.75
21,25.5,16.75
19,15.5,20.75
10,11,7.5
27,27.5,24.75
10,15,17.5
8,10,19
5,9.5,14.75
28,21,21.5
18,25,14.5
11,20.5,12.25
17,18.5,15.25
13,17.5,23.75
18,16,10
23,23.5,14.75
16,21,18.5
15,16.5,22.25
21,21.5,12.75
14,19,21.5
13,16.5,16.25
7,17.5,18.75
8,19,23.5
28,29,17.5
11,8.5,8.25
4,15,12.5
15,14.5,16.25
16,18,22
13,8.5,16.25
14,14,19
19,24.5,13.25
14,15,10.5
22,25,25.5
21,12.5,17.25
2,14,14
15,10.5,9.25
20,25,13.5
7,12.5,11.25
18,20,23
11,15.5,15.75
21,14.5,10.25
12,20,19
15,15.5,9.75
8,8,14
29,24.5,25.25
22,19,21.5
11,9.5,10.75
4,13,14.5
25,27.5,22.75
7,18.5,20.25
25,22.5,17.25
17,18.5,12.25
17,12.5,8.25
22,18,15
11,12.5,14.25
28,18,10
17,12.5,18.25
17,13.5,12.75
7,5.5,9.75
15,22.5,23.25
9,18.5,11.25
25,26.5,22.25
27,21.5,19.75
13,21.5,15.75
15,23.5,25.75
7,6.5,15.25
29,19.5,23.75
20,16,19
9,15.5,8.75
13,9.5,7.75
15,22.5,15.25
15,18.5,23.25
24,14,21
24,15,9.5
24,19,14.5
11,12.5,18.25
9,19.5,15.75
15,17.5,12.75
3,15.5,13.75
12,21,11.5
24,15,15.5
30,26,20
12,10,16
24,23,13.5
5,10.5,9.25
25,25.5,17.75
23,15.5,17.75
17,20.5,15.25
25,21.5,17.75
14,21,11.5
9,13.5,17.75
22,20,19
13,11.5,19.75
21,21.5,12.75
11,14.5,21.25
23,22.5,17.25
13,19.5,10.75
29,20.5,25.25
13,21.5,24.75
14,14,13
27,25.5,24.75
16,24,17
18,23,14.5
17,10.5,20.25
12,16,19
24,20,17
25,20.5,15.25
10,14,13
11,17.5,22.75
19,14.5,18.25
22,13,15.5
7,8.5,15.25
7,13.5,7.75
10,19,15.5
26,21,18.5
8,14,20
24,25,13.5
7,18.5,14.25
20,12,12
6,11,18.5
25,21.5,23.75
10,17,14.5
12,10,20
12,17,16.5
12,20,24
18,25,25.5
17,21.5,16.75
14,16,18
16,12,19
21,25.5,25.75
17,14.5,12.25
12,20,12
21,14.5,10.25
16,10,9
14,21,22.5
16,20,15
10,18,14
17,18.5,11.25
6,12,20
26,16,16
24,28,18
19,25.5,15.75
7,16.5,23.25
14,13,14.5
12,21,17.5
13,15.5,20.75
16,14,20
15,15.5,15.75
15,16.5,21.25
21,20.5,14.25
23,25.5,26.75
20,16,20
15,9.5,12.75
18,14,22
17,18.5,15.25
23,22.5,25.25
11,19.5,15.75
5,9.5,19.75
18,15,13.5
18,24,14
20,25,15.5
25,14.5,12.25
25,27.5,15.75
28,17,9.5
15,19.5,16.75
26,16,10
22,26,26
18,17,21.5
10,9,18.5
22,24,22
22,26,23
13,21.5,21.75
15,12.5,20.25
8,13,19.5
14,15,21.5
14,14,9
9,16.5,16.25
20,23,23.5
6,17,15.5
14,15,12.5
10,16,19
11,10.5,9.25
26,15,12.5
14,19,15.5
5,6.5,12.25
10,14,8
28,30,27
14,12,20
16,22,14
12,18,10
21,14.5,22.25
18,16,15
6,5,3.5
28,29,17.5
3,10.5,20.25
13,19.5,20.75
19,24.5,20.25
26,17,10.5
25,17.5,19.75
12,13,21.5
13,22.5,18.25
20,26,16
9,20.5,16.25
28,29,25.5
5,7.5,4.75
17,18.5,13.25
14,21,23.5
23,25.5,19.75
20,19,24.5
25,15.5,18.75
11,14.5,18.25
28,24,21
22,27,28.5
14,23,20.5
18,20,13
17,22.5,12.25
14,16,13
4,7,14.5
19,14.5,16.25
16,17,19.5
9,15.5,20.75
9,11.5,11.75
23,17.5,21.75
16,13,15.5
26,25,27.5
17,15.5,19.75
27,27.5,14.75
27,21.5,22.75
7,10.5,17.25
22,15,20.5
24,21,21.5
20,15,20.5
24,27,26.5
22,25,25.5
21,14.5,22.25
18,12,18
20,26,27
24,19,13.5
21,21.5,17.75
25,19.5,24.75
3,16.5,23.25
9,19.5,20.75
17,11.5,7.75
23,25.5,13.75
25,26.5,15.25
15,15.5,21.75
12,19,16.5
23,23.5,24.75
7,12.5,13.25
19,20.5,11.25
27,28.5,20.25
8,12,15
19,23.5,22.75
17,10.5,11.25
6,13,14.5
5,15.5,15.75
9,18.5,16.25
23,15.5,13.75
21,18.5,16.25
9,18.5,21.25
23,25.5,22.75
7,8.5,19.25
18,22,19
11,9.5,6.75
3,16.5,13.25
15,23.5,25.75
11,15.5,22.75
19,15.5,11.75
26,26,20
13,17.5,9.75
9,14.5,15.25
23,20.5,19.25
10,14,10
15,11.5,18.75
3,12.5,14.25
21,26.5,28.25
25,19.5,13.75
13,9.5,9.75
25,20.5,13.25
9,14.5,18.25
17,17.5,20.75
7,16.5,13.25
30,17,14.5
16,16,21
12,17,16.5
28,18,22
16,10,12
20,25,16.5
19,15.5,15.75
17,20.5,16.25
19,25.5,24.75
13,9.5,12.75
14,13,13.5
7,18.5,15.25
12,16,14
17,10.5,6.25
28,26,24
17,11.5,8.75
25,14.5,15.25
6,13,9.5
19,14.5,19.25
12,13,20.5
12,10,16
21,19.5,21.75
20,22,22
10,7,5.5
22,16,18
29,30.5,19.25
16,10,9
18,16,21
11,15.5,9.75
10,11,19.5
19,20.5,22.25
15,22.5,22.25
14,13,13.5
11,20.5,20.25
20,17,18.5
14,12,9
16,19,12.5
15,16.5,17.25
18,23,17.5
5,14.5,22.25
23,24.5,20.25
13,18.5,23.25
13,18.5,11.25
17,21.5,22.75
21,19.5,21.75
14,16,9
16,24,25
10,10,13
17,22.5,12.25
26,22,20
24,18,22
6,12,8
12,15,15.5
13,11.5,16.75
21,17.5,15.75
14,14,16
22,18,20
3,6.5,18.25
8,11,13.5
16,18,14
24,16,10
16,24,14
28,27,17.5
27,24.5,16.25
25,15.5,14.75
4,14,8
27,24.5,15.25
17,14.5,18.25
14,21,21.5
22,22,26
16,11,6.5
12,18,18
21,12.5,21.25
16,22,22
10,11,10.5
11,13.5,12.75
8,14,17
11,14.5,21.25
22,21,20.5
17,17.5,22.75
29,26.5,23.25
15,16.5,14.25
17,19.5,17.75
13,19.5,11.75
16,14,11
10,21,22.5
24,22,12
10,18,23
16,15,9.5
14,15,12.5
27,22.5,19.25
22,19,22.5
19,25.5,15.75
3,3.5,12.75
12,13,18.5
14,23,14.5
28,25,20.5
17,24.5,16.25
16,21,24.5
7,16.5,12.25
22,14,17
18,19,16.5
27,29.5,23.75
13,19.5,18.75
21,19.5,19.75
29,19.5,12.75
21,25.5,15.75
26,23,14.5
19,22.5,15.25
12,15,22.5
10,19,20.5
9,9.5,9.75
19,18.5,14.25
18,15,15.5
14,21,24.5
22,27,23.5
13,10.5,15.25
30,31,19.5
10,14,13
3,15.5,9.75
16,15,15.5
25,28.5,18.25
13,21.5,17.75
25,17.5,16.75
14,14,21
23,15.5,18.75
17,14.5,14.25
23,23.5,25.75
25,17.5,19.75
15,19.5,18.75
20,14,18
5,18.5,16.25
15,16.5,23.25
23,17.5,10.75
20,22,12
16,11,9.5
16,23,25.5
12,9,11.5
26,24,19
12,22,14
16,10,19
11,13.5,9.75
8,11,7.5
22,22,21
29,22.5,18.25
20,24,20
13,10.5,15.25
12,22,24
17,21.5,11.75
20,21,16.5
10,13,19.5
7,9.5,6.75
5,18.5,14.25
7,15.5,15.75
10,9,17.5
21,17.5,14.75
6,18,11
24,23,21.5
20,19,12.5
16,12,21
18,15,9.5
13,22.5,19.25
10,12,10
15,11.5,20.75
12,8,10
20,16,14
10,11,11.5
14,9,11.5
16,20,25
24,15,17.5
23,14.5,14.25
17,22.5,12.25
7,13.5,9.75
14,21,12.5
11,12.5,15.25
28,26,16
10,12,19
11,8.5,18.25
10,10,8
28,25,25.5
25,28.5,23.25
13,19.5,20.75
18,19,11.5
15,12.5,10.25
14,15,16.5
16,20,20
12,16,12
26,21,11.5
21,24.5,17.25
5,14.5,10.25
28,20,25
20,16,16
19,15.5,16.75
15,15.5,11.75
9,9.5,13.75
17,22.5,23.25
15,14.5,11.25
11,13.5,16.75
17,13.5,18.75
5,10.5,19.25
13,11.5,7.75
25,22.5,22.25
15,20.5,14.25
27,28.5,21.25
20,26,28
20,21,14.5
20,16,18
15,19.5,15.75
20,20,22
21,26.5,25.25
27,26.5,28.25
11,16.5,17.25
17,16.5,12.25
25,23.5,24.75
6,9,17.5
18,18,11
6,18,23
23,15.5,18.75
12,21,18.5
25,27.5,24.75
8,15,20.5
17,10.5,8.25
13,17.5,16.75
11,11.5,16.75
9,16.5,14.25
15,14.5,22.25
18,13,9.5
27,29.5,26.75
21,23.5,26.75
2,9,11.5
22,21,19.5
17,14.5,14.25
20,18,13
8,17,19.5
15,14.5,8.25
24,18,10
13,13.5,18.75
19,21.5,25.75
18,15,20.5
9,15.5,10.75
6,19,15.5
9,9.5,14.75
28,26,26
19,13.5,8.75
16,14,9
9,10.5,9.25
7,16.5,18.25
13,13.5,19.75
10,8,17
21,16.5,16.25
10,14,12
20,20,14
12,15,8.5
12,20,25
18,20,25
16,21,14.5
15,17.5,17.75
19,17.5,11.75
22,18,23
6,14,11
17,11.5,18.75
11,15.5,15.75
20,22,20
7,17.5,9.75
6,19,15.5
17,17.5,19.75
13,14.5,20.25
21,18.5,16.25
15,21.5,15.75
10,10,10
11,11.5,13.75
14,23,24.5
11,20.5,16.25
14,21,13.5
20,12,17
9,9.5,13.75
14,15,20.5
3,6.5,6.25
14,20,21
17,17.5,10.75
8,16,14
18,25,16.5
2,8,16
9,19.5,15.75
22,20,14
7,6.5,8.25
12,10,9
10,18,10
20,15,16.5
24,15,18.5
16,21,21.5
28,30,20
11,12.5,21.25
21,18.5,22.25
12,8,18
21,12.5,18.25
23,16.5,21.25
6,9,16.5
16,12,15
17,18.5,24.25
18,19,12.5
15,21.5,14.75
17,19.5,17.75
14,18,17
23,19.5,10.75
13,9.5,10.75
14,19,12.5
10,17,12.5
6,17,14.5
18,18,18
12,16,13
15,14.5,20.25
16,19,16.5
17,16.5,15.25
7,7.5,11.75
15,17.5,15.75
15,10.5,9.25
20,12,18
11,8.5,9.25
22,19,11.5
13,21.5,11.75
5,15.5,17.75
21,26.5,17.25
17,13.5,12.75
8,7,8.5
17,20.5,19.25
12,16,23
9,11.5,6.75
11,20.5,24.25
25,26.5,21.25
10,7,16.5
22,23,15.5
22,19,24.5
14,14,21
23,18.5,15.25
14,15,14.5
26,19,13.5
5,4.5,10.25
18,19,12.5
14,22,22
20,17,18.5
16,11,15.5
22,13,18.5
17,22.5,16.25
9,11.5,20.75
16,22,22
24,28,28
27,26.5,21.25
11,7.5,15.75
22,17,13.5
24,20,16
21,18.5,24.25
8,10,9
26,18,12
12,16,12
5,10.5,8.25
21,20.5,20.25
11,8.5,9.25
16,20,12
17,21.5,21.75
19,12.5,10.25
8,15,11.5
21,12.5,7.25
18,16,18
17,22.5,21.25
18,15,11.5
17,24.5,17.25
19,20.5,12.25
6,11,18.5
14,9,15.5
15,21.5,25.75
20,16,20
10,17,9.5
14,17,19.5
13,18.5,12.25
23,18.5,12.25
12,19,14.5
13,9.5,5.75
13,10.5,12.25
19,22.5,26.25
6,16,17
10,13,15.5
18,20,11
17,20.5,24.25
19,22.5,26.25
26,22,12
20,20,19
12,13,14.5
14,11,19.5
11,12.5,8.25
19,15.5,13.75
16,20,11
14,21,21.5
8,16,21
22,15,21.5
26,23,19.5
3,6.5,4.25
6,14,21
23,13.5,11.75
20,25,14.5
26,18,24
15,13.5,10.75
16,22,21
12,22,16
20,17,23.5
13,8.5,19.25
22,20,12
10,17,21.5
21,23.5,15.75
16,11,15.5
19,23.5,21.75
12,9,13.5
8,9,16.5
7,15.5,19.75
25,16.5,17.25
23,17.5,14.75
22,22,15
18,13,10.5
23,21.5,18.75
12,18,10
26,26,15
10,17,20.5
7,18.5,15.25
21,22.5,14.25
15,18.5,23.25
22,23,25.5
21,22.5,21.25
20,16,23
7,6.5,14.25
20,12,11
5,15.5,22.75
17,18.5,15.25
11,20.5,19.25
18,21,21.5
26,18,12
20,13,20.5
8,20,21
23,24.5,27.25
19,14.5,13.25
28,26,25
13,12.5,14.25
19,14.5,16.25
21,20.5,22.25
17,10.5,7.25
19,21.5,23.75
20,17,14.5
18,25,22.5
14,22,17
21,19.5,16.75
14,14,18
14,12,9
22,19,10.5
15,12.5,19.25
6,9,9.5
28,24,19
8,13,13.5
10,17,19.5
13,9.5,5.75
17,24.5,18.25
9,20.5,12.25
22,17,10.5
13,20.5,22.25
20,23,15.5
17,23.5,19.75
19,13.5,13.75
17,21.5,25.75
5,8.5,16.25
23,15.5,8.75
16,21,16.5
12,20,20
19,11.5,10.75
17,19.5,18.75
15,15.5,12.75
27,23.5,17.75
17,22.5,14.25
8,18,12
21,23.5,13.75
14,23,12.5
16,17,21.5
4,18,22
9,17.5,21.75
18,12,18
11,15.5,20.75
15,18.5,20.25
16,22,16
25,20.5,22.25
7,8.5,12.25
9,8.5,17.25
14,10,6
17,13.5,9.75
16,20,17
7,5.5,11.75
20,26,14
17,14.5,10.25
26,17,22.5
12,21,16.5
21,26.5,21.25
20,19,24.5
3,16.5,9.25
15,23.5,19.75
21,20.5,15.25
25,27.5,19.75
18,19,16.5
8,14,11
20,19,20.5
22,20,13
5,16.5,10.25
22,18,19
24,22,22
22,22,25
18,16,18
12,20,18
14,21,25.5
27,15.5,15.75
10,18,15
25,23.5,26.75
14,10,19
25,18.5,12.25
15,17.5,18.75
21,13.5,20.75
8,12,16
23,20.5,15.25
6,18,12
6,10,16
23,26.5,17.25
11,16.5,18.25
19,23.5,14.75
16,18,12
11,12.5,21.25
20,22,17
21,24.5,17.25
21,25.5,25.75
21,12.5,13.25
13,21.5,21.75
24,18,23
24,27,28.5
14,21,22.5
21,23.5,15.75
21,26.5,24.25
10,21,16.5
21,23.5,17.75
16,21,25.5
28,26,28
17,22.5,12.25
7,16.5,22.25
12,15,12.5
10,15,20.5
26,25,19.5
9,9.5,11.75
25,24.5,19.25
13,8.5,10.25
16,15,8.5
22,16,19
18,17,12.5
9,20.5,17.25
13,10.5,6.25
19,16.5,20.25
21,18.5,11.25
4,18,24
17,19.5,10.75
11,20.5,11.25
19,24.5,15.25
6,12,10
14,23,15.5
12,16,23
15,12.5,14.25
8,15,21.5
8,8,11
18,13,14.5
17,23.5,21.75
7,5.5,5.75
21,24.5,23.25
19,24.5,22.25
12,8,7
23,24.5,25.25
15,18.5,10.25
9,16.5,20.25
9,12.5,21.25
17,10.5,13.25
15,21.5,24.75
18,11,8.5
10,7,8.5
11,19.5,22.75
22,24,13
26,28,19
7,12.5,20.25
14,11,9.5
26,22,25
10,10,16
14,16,16
23,14.5,12.25
15,16.5,12.25
12,21,22.5
7,7.5,8.75
13,17.5,21.75
19,20.5,15.25
7,15.5,21.75
13,10.5,20.25
13,15.5,19.75
23,23.5,18.75
16,14,14
16,21,17.5
27,18.5,15.25
20,16,13
9,13.5,17.75
12,10,17
11,18.5,21.25
7,6.5,11.25
22,24,27
2,8,18
17,23.5,15.75
21,25.5,19.75
21,18.5,13.25
16,12,9
17,23.5,21.75
22,13,19.5
12,15,20.5
24,17,12.5
13,18.5,23.25
17,21.5,11.75
17,19.5,21.75
16,14,16
22,23,12.5
29,27.5,17.75
20,16,10
26,22,18
17,16.5,17.25
17,14.5,18.25
11,12.5,15.25
28,27,17.5
19,15.5,18.75
4,16,13
12,17,15.5
20,17,19.5
12,17,10.5
17,19.5,11.75
13,19.5,22.75
7,11.5,18.75
13,8.5,18.25
26,17,10.5
8,13,19.5
3,3.5,3.75
15,22.5,12.25
14,23,15.5
9,12.5,13.25
17,13.5,15.75
13,13.5,21.75
10,20,25
4,17,18.5
9,20.5,18.25
16,10,20
17,12.5,17.25
14,11,9.5
20,21,20.5
10,12,20
13,18.5,23.25
13,10.5,9.25
12,8,19
22,16,9
20,21,11.5
19,13.5,18.75
18,17,22.5
19,23.5,22.75
17,16.5,10.25
12,12,7
12,9,7.5
12,18,23
23,19.5,20.75
17,22.5,19.25
26,28,15
19,19.5,13.75
7,18.5,20.25
14,23,14.5
13,18.5,12.25
14,14,14
20,22,20
17,21.5,22.75
16,15,14.5
7,7.5,12.75
20,20,24
11,14.5,13.25
10,12,13
17,21.5,25.75
12,12,21
4,10,15
18,15,8.5
25,24.5,21.25
13,19.5,24.75
8,19,12.5
18,16,14
14,14,11
17,14.5,13.25
16,10,20
17,17.5,22.75
19,24.5,15.25
19,24.5,20.25
19,12.5,19.25
10,11,17.5
9,14.5,13.25
24,25,15.5
17,23.5,25.75
18,23,20.5
13,14.5,11.25
21,18.5,18.25
22,27,14.5
15,23.5,22.75
16,21,24.5
20,22,26
23,23.5,25.75
16,23,20.5
3,11.5,7.75
16,22,20
13,15.5,16.75
20,24,27
24,19,17.5
22,18,24
20,16,18
7,14.5,22.25
12,22,12
9,6.5,15.25
14,16,21
17,13.5,18.75
11,9.5,8.75
20,24,22
6,11,19.5
18,23,18.5
25,15.5,21.75
11,16.5,9.25
17,18.5,12.25
19,20.5,22.25
22,24,23
26,27,15.5
13,9.5,8.75
4,7,11.5
15,18.5,24.25
18,24,13
17,17.5,18.75
17,13.5,21.75
15,23.5,23.75
10,18,12
9,6.5,4.25
12,14,20
13,15.5,14.75
17,21.5,11.75
10,10,13
6,11,12.5
21,20.5,22.25
23,16.5,23.25
12,12,11
16,24,21
15,22.5,15.25
4,14,15
11,14.5,16.25
16,17,19.5
16,17,19.5
11,8.5,10.25
21,16.5,16.25
12,21,22.5
22,17,20.5
19,23.5,16.75
23,18.5,11.25
17,15.5,22.75
17,19.5,22.75
20,26,21
21,25.5,18.75
20,18,21
15,11.5,16.75
28,18,21
28,24,18
7,13.5,14.75
19,13.5,8.75
11,9.5,17.75
17,12.5,15.25
11,21.5,23.75
21,18.5,18.25
18,25,19.5
12,9,10.5
17,23.5,20.75
20,21,12.5
14,11,14.5
15,21.5,16.75
22,13,7.5
25,28.5,15.25
3,11.5,8.75
10,20,16
10,19,19.5
11,18.5,15.25
22,18,11
15,12.5,17.25
18,23,22.5
22,14,17
18,19,20.5
15,15.5,8.75
14,20,17
20,12,14
12,12,13
4,15,15.5
8,9,19.5
13,16.5,15.25
20,15,16.5
10,9,16.5
13,12.5,17.25
10,17,9.5
19,25.5,20.75
28,29,18.5
4,16,12
11,15.5,14.75
14,21,19.5
21,24.5,22.25
9,10.5,8.25
19,18.5,12.25
10,16,18
7,12.5,15.25
19,20.5,18.25
14,17,13.5
7,19.5,23.75
22,24,26
25,23.5,18.75
5,16.5,12.25
10,16,20
21,24.5,24.25
17,14.5,15.25
19,11.5,16.75
27,24.5,13.25
16,22,23
14,21,12.5
21,19.5,24.75
21,20.5,14.25
12,22,14
24,18,14
13,21.5,14.75
5,7.5,6.75
11,20.5,19.25
22,22,16
23,17.5,9.75
18,23,23.5
24,22,25
22,25,23.5
6,6,16
21,21.5,20.75
20,12,14
17,13.5,9.75
9,11.5,13.75
13,21.5,19.75
20,15,18.5
25,17.5,16.75
18,23,23.5
19,15.5,13.75
13,18.5,17.25
22,14,22
11,8.5,5.25
16,15,9.5
28,23,17.5
17,11.5,18.75
23,19.5,14.75
16,20,20
12,8,11
26,27,14.5
22,18,14
12,10,18
6,16,20
4,7,14.5
27,26.5,19.25
7,19.5,17.75
16,24,21
25,15.5,14.75
16,16,17
6,10,8
23,16.5,23.25
15,16.5,13.25
9,19.5,11.75
15,20.5,14.25
26,20,22
19,12.5,21.25
13,15.5,9.75
18,18,20
20,12,20
21,16.5,21.25
10,15,19.5
10,20,20
14,21,12.5
19,24.5,26.25
13,16.5,21.25
12,10,11
14,16,19
19,20.5,25.25
11,13.5,8.75
15,17.5,15.75
16,23,17.5
15,12.5,17.25
15,19.5,22.75
14,10,6
15,19.5,18.75
29,17.5,12.75
12,10,16
12,19,15.5
2,8,16
17,10.5,17.25
19,23.5,19.75
15,12.5,15.25
15,17.5,14.75
18,22,23
5,8.5,8.25
21,16.5,12.25
29,29.5,26.75
19,22.5,12.25
26,20,19
14,16,19
7,6.5,11.25
19,18.5,19.25
9,7.5,18.75
6,17,23.5
18,25,26.5
26,15,10.5
16,22,22
23,21.5,21.75
15,13.5,11.75
18,13,21.5
12,13,17.5
15,18.5,14.25
26,20,20
24,27,21.5
17,23.5,25.75
19,21.5,21.75
14,21,22.5
7,10.5,10.25
20,22,22
17,11.5,19.75
16,18,14
13,21.5,11.75
9,12.5,20.25
20,24,27
10,20,12
23,23.5,23.75
9,17.5,9.75
20,22,18
16,17,16.5
12,16,20
17,20.5,14.25
18,25,27.5
22,16,16
20,21,12.5
22,24,19
5,13.5,21.75
5,17.5,17.75
20,14,16
18,22,25
7,9.5,14.75
17,12.5,18.25
15,15.5,21.75
11,18.5,13.25
17,11.5,18.75
17,19.5,20.75
11,11.5,13.75
15,20.5,14.25
3,3.5,3.75
23,19.5,13.75
24,17,11.5
10,19,17.5
19,19.5,24.75
16,18,17
17,23.5,23.75
12,14,12
16,22,18
18,23,13.5
17,18.5,15.25
23,21.5,14.75
13,16.5,15.25
13,20.5,13.25
17,11.5,19.75
12,10,17
24,28,22
25,16.5,19.25
17,24.5,13.25
13,20.5,16.25
20,19,18.5
6,8,15
10,21,25.5
9,14.5,13.25
3,6.5,9.25
22,27,16.5
24,25,17.5
16,15,9.5
21,22.5,22.25
21,14.5,16.25
24,18,23
22,16,15
15,22.5,14.25
30,27,21.5
10,18,12
13,20.5,21.25
20,20,12
14,18,16
11,14.5,18.25
9,18.5,13.25
10,9,6.5
21,22.5,19.25
20,16,22
14,10,8
15,19.5,20.75
19,15.5,8.75
10,21,20.5
23,15.5,16.75
24,19,18.5
16,17,11.5
7,12.5,11.25
13,19.5,18.75
24,27,22.5
15,11.5,15.75
12,14,21
15,22.5,18.25
9,7.5,17.75
13,9.5,15.75
11,13.5,19.75
5,7.5,12.75
17,18.5,23.25
17,10.5,18.25
12,16,23
23,14.5,18.25
8,6,18
14,13,17.5
12,10,17
4,6,12
23,22.5,16.25
13,14.5,18.25
26,27,19.5
18,21,25.5
15,20.5,12.25
12,15,18.5
26,16,15
25,23.5,19.75
14,14,12
28,20,16
20,20,12
5,14.5,16.25
16,16,15
23,25.5,23.75
28,23,12.5
23,15.5,13.75
16,23,22.5
7,18.5,12.25
15,18.5,21.25
11,8.5,17.25
12,21,16.5
8,20,16
12,22,24
20,18,14
26,20,15
16,24,16
27,28.5,27.25
13,10.5,12.25
22,24,26
15,17.5,12.75
15,22.5,26.25
19,11.5,14.75
20,26,18
8,6,4
9,8.5,18.25
6,19,15.5
9,14.5,8.25
15,15.5,19.75
10,10,9
17,10.5,11.25
29,23.5,13.75
18,20,13
10,16,15
14,23,22.5
8,11,17.5
20,23,17.5
24,18,24
8,19,14.5
17,10.5,14.25
9,18.5,10.25
23,18.5,10.25
11,19.5,22.75
13,22.5,16.25
14,23,23.5
18,20,16
6,10,17
18,13,12.5
17,14.5,14.25
23,25.5,25.75
14,22,12
28,19,24.5
11,11.5,9.75
13,9.5,18.75
17,15.5,12.75
13,18.5,18.25
17,15.5,9.75
26,20,17
16,17,18.5
19,18.5,11.25
10,13,13.5
5,10.5,8.25
24,26,17
13,11.5,19.75
16,22,16
14,19,23.5
14,21,14.5
17,23.5,15.75
24,19,10.5
8,15,11.5
7,10.5,15.25
25,28.5,27.25
28,17,10.5
18,21,12.5
17,16.5,15.25
12,9,10.5
22,22,19
21,23.5,14.75
11,11.5,9.75
3,3.5,8.75
22,13,17.5
18,20,15
22,21,25.5
24,21,11.5
14,20,18
22,23,20.5
3,13.5,11.75
12,17,13.5
22,18,24
27,28.5,26.25
22,25,18.5
10,12,9
13,19.5,24.75
16,23,15.5
16,22,15
24,15,17.5
15,21.5,16.75
17,20.5,15.25
26,16,13
13,14.5,18.25
6,15,11.5
13,19.5,10.75
7,15.5,20.75
20,22,16
17,12.5,20.25
25,18.5,18.25
23,18.5,14.25
16,11,8.5
21,18.5,16.25
12,12,17
21,14.5,10.25
23,24.5,13.25
7,12.5,13.25
23,22.5,16.25
21,19.5,15.75
23,23.5,22.75
22,18,21
22,18,22
6,15,15.5
14,22,19
16,20,19
16,24,14
22,27,20.5
16,16,10
19,18.5,18.25
24,24,17
8,6,13
22,23,25.5
12,11,17.5
14,20,14
13,13.5,20.75
14,13,9.5
22,22,14
14,20,21
18,20,22
23,19.5,24.75
7,12.5,7.25
15,13.5,19.75
18,15,18.5
8,14,15
13,21.5,14.75
17,19.5,20.75
6,9,18.5
15,13.5,15.75
15,23.5,18.75
21,17.5,10.75
14,17,18.5
16,10,6
11,19.5,17.75
11,9.5,19.75
14,22,20
27,25.5,18.75
19,12.5,21.25
20,26,18
15,22.5,24.25
16,21,20.5
19,17.5,10.75
19,18.5,21.25
9,10.5,18.25
16,20,24
17,11.5,19.75
16,11,11.5
19,11.5,6.75
12,20,23
11,7.5,8.75
8,10,6
10,19,12.5
11,9.5,18.75
18,14,11
2,10,15
16,23,13.5
16,22,25
17,21.5,11.75
14,19,17.5
19,11.5,16.75
17,12.5,8.25
16,12,15
7,15.5,16.75
16,24,16
13,22.5,17.25
19,14.5,20.25
15,15.5,15.75
12,22,15
